Q_NAME,Description,Option_Num,Option_Text
RELPREF,"What is your religious preference, if any?",1,Protestant
RELPREF,"What is your religious preference, if any?",2,Catholic
RELPREF,"What is your religious preference, if any?",3,Christian (neither Protestant nor Catholic)
RELPREF,"What is your religious preference, if any?",4,Jewish
RELPREF,"What is your religious preference, if any?",5,Muslim/Islam
RELPREF,"What is your religious preference, if any?",6,Buddhist
RELPREF,"What is your religious preference, if any?",7,Hindu
RELPREF,"What is your religious preference, if any?",8,Other Eastern religion
RELPREF,"What is your religious preference, if any?",9,"Other, please specify"
RELPREF,"What is your religious preference, if any?",10,None
ID_MAINL,"Which, if any, of the following terms and phrases describe your religious identity? Mainline Christian [ID_MAINLINE]",0,No
ID_MAINL,"Which, if any, of the following terms and phrases describe your religious identity? Mainline Christian [ID_MAINLINE]",1,Yes
ID_RELRI,"Which, if any, of the following terms and phrases describe your religious identity? Religious Right [ID_RELRIGHT]",0,No
ID_RELRI,"Which, if any, of the following terms and phrases describe your religious identity? Religious Right [ID_RELRIGHT]",1,Yes
ID_THEOL,"Which, if any, of the following terms and phrases describe your religious identity? Theologically liberal [ID_THEOLBL]",0,No
ID_THEOL,"Which, if any, of the following terms and phrases describe your religious identity? Theologically liberal [ID_THEOLBL]",1,Yes
ID_EVANG,"Which, if any, of the following terms and phrases describe your religious identity? Evangelical [ID_EVANGELICAL]",0,No
ID_EVANG,"Which, if any, of the following terms and phrases describe your religious identity? Evangelical [ID_EVANGELICAL]",1,Yes
ID_THEOC,"Which, if any, of the following terms and phrases describe your religious identity? Theologically conservative [ID_THEOCNS]",0,No
ID_THEOC,"Which, if any, of the following terms and phrases describe your religious identity? Theologically conservative [ID_THEOCNS]",1,Yes
ID_CHARI,"Which, if any, of the following terms and phrases describe your religious identity? Charismatic [ID_CHARISMATIC]",0,No
ID_CHARI,"Which, if any, of the following terms and phrases describe your religious identity? Charismatic [ID_CHARISMATIC]",1,Yes
ID_BIBLE,"Which, if any, of the following terms and phrases describe your religious identity? Bible-Believing [ID_BIBLEBLV]",0,No
ID_BIBLE,"Which, if any, of the following terms and phrases describe your religious identity? Bible-Believing [ID_BIBLEBLV]",1,Yes
ID_BORNA,"Which, if any, of the following terms and phrases describe your religious identity? Born-again [ID_BORNAGAIN]",0,No
ID_BORNA,"Which, if any, of the following terms and phrases describe your religious identity? Born-again [ID_BORNAGAIN]",1,Yes
ID_PENTE,"Which, if any, of the following terms and phrases describe your religious identity? Pentecostal [ID_PENTECOSTAL]",0,No
ID_PENTE,"Which, if any, of the following terms and phrases describe your religious identity? Pentecostal [ID_PENTECOSTAL]",1,Yes
ID_SEEKE,"Which, if any, of the following terms and phrases describe your religious identity? Seeker [ID_SEEKER]",0,No
ID_SEEKE,"Which, if any, of the following terms and phrases describe your religious identity? Seeker [ID_SEEKER]",1,Yes
ID_FUNDA,"Which, if any, of the following terms and phrases describe your religious identity? Fundamentalist [ID_FUNDAMENTALIST]",0,No
ID_FUNDA,"Which, if any, of the following terms and phrases describe your religious identity? Fundamentalist [ID_FUNDAMENTALIST]",1,Yes
ID_SPIRI,"Which, if any, of the following terms and phrases describe your religious identity? Spiritual, but not religious [ID_SPIRITUAL]",0,No
ID_SPIRI,"Which, if any, of the following terms and phrases describe your religious identity? Spiritual, but not religious [ID_SPIRITUAL]",1,Yes
ID_SECUL,"Which, if any, of the following terms and phrases describe your religious identity? Secular [ID_SECULAR]",0,No
ID_SECUL,"Which, if any, of the following terms and phrases describe your religious identity? Secular [ID_SECULAR]",1,Yes
ID_IRREL,"Which, if any, of the following terms and phrases describe your religious identity? Irreligious [ID_IRRELIGIOUS]",0,No
ID_IRREL,"Which, if any, of the following terms and phrases describe your religious identity? Irreligious [ID_IRRELIGIOUS]",1,Yes
ID_RELIG,"Which, if any, of the following terms and phrases describe your religious identity? Religiously indifferent [ID_RELINDIFF]",0,No
ID_RELIG,"Which, if any, of the following terms and phrases describe your religious identity? Religiously indifferent [ID_RELINDIFF]",1,Yes
ID_ATHEI,"Which, if any, of the following terms and phrases describe your religious identity? Atheist [ID_ATHEIST]",0,No
ID_ATHEI,"Which, if any, of the following terms and phrases describe your religious identity? Atheist [ID_ATHEIST]",1,Yes
ID_REFUS,"Which, if any, of the following terms and phrases describe your religious identity? Refused [ID_REFUSED]",0,No
ID_REFUS,"Which, if any, of the following terms and phrases describe your religious identity? Refused [ID_REFUSED]",1,Yes
HOWRELIG,How religious do you consider yourself to be?,1,Not at all religious
HOWRELIG,How religious do you consider yourself to be?,2,Not too religious
HOWRELIG,How religious do you consider yourself to be?,3,Somewhat religious
HOWRELIG,How religious do you consider yourself to be?,4,Very religious
ATTENDAN,"How often do you attend religious services at a church, mosque, synagogue or other place of worship? [ATTENDANCE]",1,Never
ATTENDAN,"How often do you attend religious services at a church, mosque, synagogue or other place of worship? [ATTENDANCE]",2,Less than once a year
ATTENDAN,"How often do you attend religious services at a church, mosque, synagogue or other place of worship? [ATTENDANCE]",3,Once or twice a year
ATTENDAN,"How often do you attend religious services at a church, mosque, synagogue or other place of worship? [ATTENDANCE]",4,Several times a year
ATTENDAN,"How often do you attend religious services at a church, mosque, synagogue or other place of worship? [ATTENDANCE]",5,Once a month
ATTENDAN,"How often do you attend religious services at a church, mosque, synagogue or other place of worship? [ATTENDANCE]",6,Two to three times a month
ATTENDAN,"How often do you attend religious services at a church, mosque, synagogue or other place of worship? [ATTENDANCE]",7,Weekly
ATTENDAN,"How often do you attend religious services at a church, mosque, synagogue or other place of worship? [ATTENDANCE]",8,Several times a week
PASTATTE,"When you were a child, around 11 or 12, how often did you attend religious services? [PASTATTEND]",1,Never
PASTATTE,"When you were a child, around 11 or 12, how often did you attend religious services? [PASTATTEND]",2,Less than once a year
PASTATTE,"When you were a child, around 11 or 12, how often did you attend religious services? [PASTATTEND]",3,Once or twice a year
PASTATTE,"When you were a child, around 11 or 12, how often did you attend religious services? [PASTATTEND]",4,Several times a year
PASTATTE,"When you were a child, around 11 or 12, how often did you attend religious services? [PASTATTEND]",5,Once a month
PASTATTE,"When you were a child, around 11 or 12, how often did you attend religious services? [PASTATTEND]",6,Two to three times times a month
PASTATTE,"When you were a child, around 11 or 12, how often did you attend religious services? [PASTATTEND]",7,Weekly
PASTATTE,"When you were a child, around 11 or 12, how often did you attend religious services? [PASTATTEND]",8,Several times a week
BIBLE,Which one statement comes closest to your personal beliefs about the Bible?,1,"The Bible means exactly what it says.  It should be taken literally, word-for-word, on all subjects"
BIBLE,Which one statement comes closest to your personal beliefs about the Bible?,2,"The Bible is perfectly true, but it should not be taken literally, word-for-word.  We must interpret its meaning"
BIBLE,Which one statement comes closest to your personal beliefs about the Bible?,3,The Bible contains some human error
BIBLE,Which one statement comes closest to your personal beliefs about the Bible?,4,The Bible is an ancient book of history and legends
BIBLE,Which one statement comes closest to your personal beliefs about the Bible?,5,I don't know
HUMANORI,Which of the following statements comes closest to your views about the origin and development of man? [HUMANORIGINS],1,"God created man pretty much in his present form at one time within the last 10,000 years"
HUMANORI,Which of the following statements comes closest to your views about the origin and development of man? [HUMANORIGINS],2,Man has developed over millions of years from less advanced forms of life. God had no part in this process
HUMANORI,Which of the following statements comes closest to your views about the origin and development of man? [HUMANORIGINS],3,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's"
ATLANTIS,"Please indicate your level of agreement with the following statements: Ancient advanced civilizations, such as Atlantis, once existed.",1,Strongly agree
ATLANTIS,"Please indicate your level of agreement with the following statements: Ancient advanced civilizations, such as Atlantis, once existed.",2,Agree
ATLANTIS,"Please indicate your level of agreement with the following statements: Ancient advanced civilizations, such as Atlantis, once existed.",3,Disagree
ATLANTIS,"Please indicate your level of agreement with the following statements: Ancient advanced civilizations, such as Atlantis, once existed.",4,Strongly disagree
POSTHINK,Please indicate your level of agreement with the following statements: It is possible to influence the physical world through the power of positive thinking. [POSTHINKING],1,Strongly agree
POSTHINK,Please indicate your level of agreement with the following statements: It is possible to influence the physical world through the power of positive thinking. [POSTHINKING],2,Agree
POSTHINK,Please indicate your level of agreement with the following statements: It is possible to influence the physical world through the power of positive thinking. [POSTHINKING],3,Disagree
POSTHINK,Please indicate your level of agreement with the following statements: It is possible to influence the physical world through the power of positive thinking. [POSTHINKING],4,Strongly disagree
FORTUNET,"Please indicate your level of agreement with the following statements: Astrologers, palm readers, tarot card readers, fortune tellers and psychics can foresee the future. [FORTUNETELLERS]",1,Strongly agree
FORTUNET,"Please indicate your level of agreement with the following statements: Astrologers, palm readers, tarot card readers, fortune tellers and psychics can foresee the future. [FORTUNETELLERS]",2,Agree
FORTUNET,"Please indicate your level of agreement with the following statements: Astrologers, palm readers, tarot card readers, fortune tellers and psychics can foresee the future. [FORTUNETELLERS]",3,Disagree
FORTUNET,"Please indicate your level of agreement with the following statements: Astrologers, palm readers, tarot card readers, fortune tellers and psychics can foresee the future. [FORTUNETELLERS]",4,Strongly disagree
ASTROLOG,Please indicate your level of agreement with the following statements: Astrology impacts my life and personality. [ASTROLOGY],1,Strongly agree
ASTROLOG,Please indicate your level of agreement with the following statements: Astrology impacts my life and personality. [ASTROLOGY],2,Agree
ASTROLOG,Please indicate your level of agreement with the following statements: Astrology impacts my life and personality. [ASTROLOGY],3,Disagree
ASTROLOG,Please indicate your level of agreement with the following statements: Astrology impacts my life and personality. [ASTROLOGY],4,Strongly disagree
HAUNTING,Please indicate your level of agreement with the following statements: Houses or rooms can be haunted by spirits. [HAUNTINGS],1,Strongly agree
HAUNTING,Please indicate your level of agreement with the following statements: Houses or rooms can be haunted by spirits. [HAUNTINGS],2,Agree
HAUNTING,Please indicate your level of agreement with the following statements: Houses or rooms can be haunted by spirits. [HAUNTINGS],3,Disagree
HAUNTING,Please indicate your level of agreement with the following statements: Houses or rooms can be haunted by spirits. [HAUNTINGS],4,Strongly disagree
DREAMS,Please indicate your level of agreement with the following statements: Dreams sometimes foretell the future.,1,Strongly agree
DREAMS,Please indicate your level of agreement with the following statements: Dreams sometimes foretell the future.,2,Agree
DREAMS,Please indicate your level of agreement with the following statements: Dreams sometimes foretell the future.,3,Disagree
DREAMS,Please indicate your level of agreement with the following statements: Dreams sometimes foretell the future.,4,Strongly disagree
UFOS,Please indicate your level of agreement with the following statements: Some UFOs are probably spaceships from other worlds.,1,Strongly agree
